provider_id,specialty,region,beneficiary_count,claims_per_beneficiary,avg_allowed_amount,risk_adjustment_score,high_level_code_rate,duplicate_claim_rate,modifier_59_rate,weekend_service_rate,denial_rate,referral_concentration,peer_z_allowed,total_allowed_amount,injected_typology,review_flag
NPI2000003768,Orthopedics,Northeast,140,9.36,258.2,0.74,0.247,0.035,0.05,0.011,0.072,0.185,-0.41,249731.01,No injected typology,0
NPI2000003769,Lab,West,340,4.13,320.12,0.81,0.25,0.034,0.016,0.092,0.252,0.166,0.58,365880.1,No injected typology,0
NPI2000003770,Lab,West,221,8.3,543.65,1.19,0.032,0.025,0.059,0.121,0.21,0.154,0.86,1183974.31,No injected typology,0
NPI2000003771,Internal Medicine,South,57,6.39,570.81,0.93,0.04,0.095,0.138,0.09,0.094,0.382,-0.17,192504.17,No injected typology,0
NPI2000003772,Oncology,South,60,7.04,143.97,1.26,0.052,0.041,0.065,0.04,0.319,0.081,-1.35,76392.88,No injected typology,0
NPI2000003773,Lab,Midwest,182,4.24,110.57,1.13,0.119,0.083,0.113,0.104,0.099,0.339,-0.3,96116.68,No injected typology,0
NPI2000003774,Home Health,South,66,7.06,103.51,1.02,0.206,0.031,0.028,0.047,0.056,0.041,-0.55,49009.51,No injected typology,0
NPI2000003775,Internal Medicine,Northeast,59,7.02,564.9,1.03,0.301,0.035,0.044,0.031,0.172,0.628,1.05,241518.13,No injected typology,0
NPI2000003776,Lab,West,291,8.6,530.51,0.9,0.146,0.01,0.278,0.26,0.049,0.437,0.44,1189033.19,No injected typology,0
NPI2000003777,DME Supplier,West,55,7.17,784.41,1.04,0.255,0.04,0.063,0.048,0.509,0.127,4.45,323327.44,DME aberrancy,1
NPI2000003778,Cardiology,Midwest,146,7.0,297.13,1.02,0.165,0.028,0.215,0.024,0.051,0.382,1.56,309986.56,No injected typology,0
NPI2000003779,Home Health,South,209,5.74,372.03,0.68,0.335,0.006,0.25,0.011,0.045,0.084,1.45,304208.81,No injected typology,0
NPI2000003780,Internal Medicine,Northeast,298,8.63,436.56,1.22,0.274,0.048,0.041,0.04,0.181,0.173,-0.18,1373393.09,No injected typology,0
NPI2000003781,Home Health,Midwest,67,9.11,365.67,0.93,0.164,0.019,0.199,0.017,0.023,0.584,-0.44,208463.39,No injected typology,0
NPI2000003782,Internal Medicine,South,152,7.49,397.04,0.72,0.138,0.005,0.007,0.105,0.177,0.037,0.46,326414.2,No injected typology,0
NPI2000003783,Cardiology,West,339,4.06,609.89,1.24,0.221,0.013,0.088,0.039,0.203,0.078,-0.71,1042774.87,No injected typology,0
NPI2000003784,Internal Medicine,West,51,4.88,648.33,0.68,0.2,0.044,0.61,0.031,0.094,0.292,3.96,109563.26,Unbundling/modifier abuse,1
NPI2000003785,Orthopedics,Midwest,88,5.07,527.65,0.94,0.133,0.015,0.169,0.0,0.12,0.312,-0.37,219951.43,No injected typology,0
NPI2000003786,Home Health,West,140,9.31,427.29,0.99,0.283,0.104,0.025,0.022,0.066,0.332,-0.82,549636.32,No injected typology,0
NPI2000003787,Home Health,Midwest,129,5.73,263.49,0.96,0.286,0.012,0.141,0.096,0.02,0.283,-0.47,187456.39,No injected typology,0
NPI2000003788,Orthopedics,Midwest,121,7.74,504.3,0.98,0.966,0.07,0.149,0.095,0.044,0.243,2.99,461859.62,Upcoding,1
NPI2000003789,Cardiology,Northeast,263,7.06,266.64,1.09,0.197,0.021,0.09,0.043,0.023,0.342,0.06,540604.65,No injected typology,0
NPI2000003790,Internal Medicine,Northeast,146,6.41,263.51,1.2,0.155,0.005,0.026,0.065,0.007,0.075,-0.68,294786.83,No injected typology,0
NPI2000003791,Orthopedics,South,123,5.74,233.0,0.55,0.26,0.4,0.13,0.027,0.055,0.389,-1.25,90474.33,Duplicate billing,1
NPI2000003792,Radiology,South,68,7.06,199.95,0.55,0.128,0.019,0.204,0.01,0.037,0.333,-2.39,52795.48,No injected typology,0
NPI2000003793,Oncology,West,220,8.7,344.96,0.88,0.102,0.025,0.064,0.08,0.109,0.394,0.5,581880.8,No injected typology,0
NPI2000003794,Oncology,South,253,6.88,297.47,0.79,0.12,0.011,0.067,0.202,0.284,0.242,0.85,409466.05,No injected typology,0
NPI2000003795,Internal Medicine,Northeast,103,4.2,278.47,1.22,0.274,0.007,0.223,0.006,0.1,0.394,-0.64,147445.79,No injected typology,0
NPI2000003796,Internal Medicine,West,403,6.1,454.19,1.32,0.437,0.009,0.059,0.248,0.068,0.558,-0.75,1474976.02,No injected typology,0
NPI2000003797,Orthopedics,Northeast,133,7.47,255.66,1.0,0.228,0.062,0.006,0.094,0.041,0.37,1.74,253430.3,No injected typology,0
NPI2000003798,DME Supplier,Midwest,174,7.82,440.82,0.92,0.093,0.069,0.036,0.086,0.065,0.3,1.03,552567.05,No injected typology,0
NPI2000003799,Internal Medicine,South,151,4.01,430.63,0.86,0.185,0.089,0.076,0.088,0.098,0.1,0.65,223646.95,No injected typology,0
NPI2000003800,Internal Medicine,South,180,7.17,718.93,1.12,0.38,0.018,0.091,0.127,0.05,0.129,0.25,1034447.29,No injected typology,0
NPI2000003801,Lab,Northeast,160,8.01,370.61,1.14,0.163,0.024,0.013,0.075,0.143,0.516,0.21,539844.09,No injected typology,0
NPI2000003802,Oncology,Northeast,762,6.69,373.65,1.32,0.511,0.027,0.374,0.051,0.054,0.111,0.44,2520832.06,No injected typology,0
NPI2000003803,Pain Management,Northeast,164,5.21,337.24,0.95,0.107,0.064,0.024,0.103,0.077,0.407,0.9,272371.98,No injected typology,0
NPI2000003804,Radiology,Northeast,196,6.2,537.29,0.97,0.203,0.089,0.072,0.099,0.136,0.112,0.56,635731.08,No injected typology,0
NPI2000003805,Radiology,South,553,5.49,207.48,1.29,0.151,0.004,0.102,0.005,0.063,0.256,0.83,813056.68,No injected typology,0
NPI2000003806,Radiology,Midwest,776,6.54,478.1,1.16,0.092,0.043,0.113,0.109,0.146,0.189,-0.09,2811877.65,No injected typology,0
NPI2000003807,Orthopedics,Midwest,94,5.41,210.88,0.99,0.27,0.048,0.012,0.736,0.109,0.292,0.58,105641.45,Impossible frequency,1
NPI2000003808,Oncology,Northeast,261,13.51,929.16,0.75,0.338,0.024,0.569,0.04,0.203,0.229,3.68,2446881.07,Unbundling/modifier abuse,1
NPI2000003809,Internal Medicine,West,172,4.63,575.39,0.78,0.062,0.006,0.064,0.048,0.12,0.135,0.75,356195.99,No injected typology,0
NPI2000003810,Cardiology,West,184,4.91,167.37,1.14,0.079,0.05,0.117,0.022,0.063,0.209,0.27,173183.01,No injected typology,0
NPI2000003811,Home Health,Midwest,147,5.89,301.59,1.08,0.188,0.022,0.002,0.047,0.08,0.24,-0.67,280849.4,No injected typology,0
NPI2000003812,Cardiology,Northeast,149,6.6,347.13,1.04,0.145,0.008,0.06,0.02,0.037,0.26,-1.96,354658.1,No injected typology,0
NPI2000003813,Lab,Northeast,193,4.04,343.7,0.92,0.127,0.152,0.164,0.005,0.096,0.164,0.93,245115.65,No injected typology,0
NPI2000003814,Lab,Northeast,141,3.6,331.84,0.92,0.221,0.039,0.036,0.038,0.126,0.178,-0.8,154367.11,No injected typology,0
NPI2000003815,Radiology,Midwest,242,6.35,396.15,1.29,0.373,0.027,0.034,0.016,0.098,0.48,2.14,783653.38,No injected typology,0
NPI2000003816,Lab,South,425,4.5,521.26,1.33,0.227,0.046,0.063,0.049,0.069,0.134,1.0,1321794.06,No injected typology,0
NPI2000003817,Home Health,South,124,7.11,387.46,0.6,0.125,0.005,0.021,0.035,0.103,0.283,1.21,203737.34,No injected typology,0
NPI2000003818,Internal Medicine,South,108,5.77,297.11,0.83,0.14,0.074,0.705,0.149,0.066,0.272,2.11,152836.12,Unbundling/modifier abuse,1
NPI2000003819,Orthopedics,Northeast,155,7.89,386.45,1.07,0.414,0.038,0.066,0.043,0.196,0.058,-0.72,503301.88,No injected typology,0
NPI2000003820,Internal Medicine,Midwest,1052,5.97,596.12,1.34,0.505,0.061,0.217,0.009,0.14,0.041,1.66,5036228.06,No injected typology,0
NPI2000003821,Orthopedics,South,214,6.55,265.25,1.05,0.043,0.024,0.109,0.114,0.12,0.811,0.82,388974.6,No injected typology,0
NPI2000003822,Home Health,West,36,7.37,317.5,0.87,0.033,0.046,0.265,0.012,0.138,0.063,0.61,73545.66,No injected typology,0
NPI2000003823,Home Health,West,101,7.82,457.14,0.91,0.051,0.03,0.009,0.09,0.156,0.328,-1.42,328861.37,No injected typology,0
NPI2000003824,Radiology,West,73,5.51,279.76,0.78,1.0,0.039,0.077,0.101,0.11,0.306,4.71,88278.0,Upcoding,1
NPI2000003825,Cardiology,South,180,6.95,509.34,0.91,0.087,0.015,0.023,0.127,0.139,0.229,-0.18,581966.5,No injected typology,0
NPI2000003826,Oncology,South,196,5.88,279.3,0.98,0.038,0.115,0.034,0.054,0.122,0.072,-0.73,315846.06,No injected typology,0
NPI2000003827,DME Supplier,South,131,7.78,230.73,1.24,0.178,0.021,0.083,0.025,0.054,0.371,0.33,291362.16,No injected typology,0
NPI2000003828,Cardiology,South,100,5.41,629.54,0.82,0.216,0.043,0.118,0.021,0.197,0.315,-0.25,280400.21,No injected typology,0
NPI2000003829,Oncology,Northeast,94,4.63,566.58,0.58,0.07,0.01,0.097,0.136,0.109,0.524,-0.26,143112.15,No injected typology,0
NPI2000003830,Home Health,South,475,8.37,237.67,0.86,0.209,0.003,0.021,0.23,0.04,0.193,-0.22,812967.42,No injected typology,0
NPI2000003831,Home Health,Midwest,132,2.27,464.99,1.09,0.045,0.008,0.218,0.06,0.014,0.246,0.39,151460.31,No injected typology,0
NPI2000003832,Home Health,Northeast,123,8.55,432.67,1.1,0.404,0.028,0.11,0.139,0.036,0.116,-0.92,498757.97,No injected typology,0
NPI2000003833,Internal Medicine,South,180,5.69,263.47,0.82,0.358,0.025,0.184,0.0,0.258,0.626,1.62,222090.5,No injected typology,0
NPI2000003834,DME Supplier,West,124,5.81,433.17,0.82,0.271,0.01,0.077,0.185,0.423,0.406,0.71,256221.79,No injected typology,0
NPI2000003835,Radiology,Northeast,268,7.59,400.14,1.09,0.318,0.026,0.335,0.132,0.026,0.251,0.0,883787.88,No injected typology,0
NPI2000003836,Home Health,South,105,4.26,597.26,1.29,0.042,0.012,0.037,0.029,0.141,0.489,-0.54,344583.17,No injected typology,0
NPI2000003837,Cardiology,South,74,7.24,195.87,0.6,0.075,0.008,0.031,0.134,0.019,0.254,0.04,62935.94,No injected typology,0
NPI2000003838,Pain Management,South,221,7.62,670.9,0.95,0.142,0.02,0.035,0.145,0.218,0.094,1.77,1072779.68,No injected typology,0
NPI2000003839,Radiology,South,159,3.56,215.68,0.98,0.088,0.004,0.023,0.668,0.11,0.358,0.59,119292.0,Impossible frequency,1
NPI2000003840,Lab,South,133,3.55,349.57,1.39,0.132,0.091,0.164,0.003,0.082,0.398,0.09,229953.9,No injected typology,0
NPI2000003841,Cardiology,South,76,5.93,1112.46,1.27,0.634,0.043,0.168,0.01,0.181,0.53,7.1,638325.02,Upcoding,1
NPI2000003842,DME Supplier,Midwest,92,6.26,374.84,1.27,0.424,0.019,0.072,0.074,0.051,0.311,0.67,273893.41,No injected typology,0
NPI2000003843,Internal Medicine,West,182,5.6,1045.99,0.76,0.746,0.033,0.123,0.104,0.143,0.126,3.72,810246.05,Upcoding,1
NPI2000003844,Internal Medicine,Midwest,144,5.43,395.02,0.91,0.197,0.066,0.746,0.03,0.167,0.255,2.93,281223.69,Unbundling/modifier abuse,1
NPI2000003845,Orthopedics,West,261,6.47,385.46,0.68,0.251,0.009,0.072,0.043,0.049,0.54,2.33,444607.14,No injected typology,0
NPI2000003846,Internal Medicine,Northeast,112,6.95,461.47,1.03,0.207,0.073,0.077,0.076,0.124,0.301,0.51,369447.97,No injected typology,0
NPI2000003847,Orthopedics,South,52,7.0,667.39,1.11,0.222,0.005,0.419,0.121,0.374,0.347,0.91,268553.5,No injected typology,0
NPI2000003848,Lab,West,166,6.9,358.34,0.68,0.118,0.025,0.064,0.012,0.145,0.135,2.46,280364.67,No injected typology,0
NPI2000003849,Cardiology,West,187,7.31,161.23,1.01,0.241,0.025,0.044,0.035,0.05,0.175,0.3,223059.75,No injected typology,0
NPI2000003850,Internal Medicine,Midwest,202,5.63,372.84,1.2,0.025,0.038,0.077,0.047,0.033,0.521,0.3,507190.14,No injected typology,0
NPI2000003851,Internal Medicine,West,171,8.24,440.14,1.25,0.492,0.014,0.048,0.037,0.123,0.058,-0.15,776885.97,No injected typology,0
NPI2000003852,DME Supplier,South,61,5.38,190.23,1.06,0.279,0.026,0.056,0.046,0.014,0.134,0.7,66423.75,No injected typology,0
NPI2000003853,Orthopedics,South,218,4.63,173.24,1.08,0.075,0.053,0.022,0.091,0.016,0.244,-0.04,189222.02,No injected typology,0
NPI2000003854,Home Health,West,35,6.68,143.24,1.01,0.213,0.03,0.055,0.021,0.173,0.331,-0.95,33788.84,No injected typology,0
NPI2000003855,Orthopedics,South,287,6.46,250.22,1.06,0.103,0.064,0.02,0.108,0.057,0.09,1.23,493491.89,No injected typology,0
NPI2000003856,DME Supplier,South,165,5.45,247.71,1.17,0.221,0.106,0.111,0.075,0.064,0.136,0.58,259743.99,No injected typology,0
NPI2000003857,Orthopedics,West,276,6.37,338.98,1.24,0.165,0.044,0.322,0.108,0.139,0.458,0.43,737553.09,No injected typology,0
NPI2000003858,Cardiology,South,61,3.81,189.57,1.13,0.131,0.024,0.245,0.023,0.044,0.446,0.26,49930.74,No injected typology,0
NPI2000003859,Internal Medicine,Northeast,168,4.95,230.89,0.88,0.189,0.041,0.054,0.055,0.149,0.099,-0.65,169333.32,No injected typology,0
NPI2000003860,Cardiology,West,57,6.56,283.35,0.98,0.224,0.048,0.152,0.022,0.035,0.339,-0.38,104065.26,No injected typology,0
NPI2000003861,Radiology,West,287,7.4,607.82,1.15,0.934,0.057,0.193,0.031,0.153,0.283,3.12,1483076.06,Upcoding,1
NPI2000003862,Orthopedics,Northeast,162,7.51,790.26,0.9,0.169,0.042,0.051,0.013,0.079,0.259,1.08,861312.67,No injected typology,0
NPI2000003863,Radiology,West,73,6.02,268.19,1.13,0.144,0.296,0.27,0.012,0.025,0.279,-1.58,133347.01,Duplicate billing,1
NPI2000003864,Internal Medicine,Midwest,496,6.19,424.89,0.82,0.171,0.031,0.059,0.121,0.119,0.465,0.01,1069368.13,No injected typology,0
NPI2000003865,Radiology,Midwest,133,8.56,335.82,1.14,0.226,0.001,0.104,0.789,0.108,0.215,-0.18,435396.89,Impossible frequency,1
NPI2000003866,Lab,West,82,3.3,254.17,1.26,0.16,0.106,0.093,0.017,0.042,0.193,-0.4,86384.46,No injected typology,0
NPI2000003867,Cardiology,South,56,4.22,173.35,1.16,0.367,0.029,0.053,0.06,0.046,0.373,-0.46,47702.87,No injected typology,0
NPI2000003868,Orthopedics,South,419,5.77,270.51,0.96,0.143,0.021,0.063,0.034,0.235,0.354,-0.63,626981.01,No injected typology,0
NPI2000003869,Cardiology,Midwest,154,4.4,181.54,0.95,0.218,0.01,0.03,0.129,0.204,0.38,0.09,116586.73,No injected typology,0
NPI2000003870,Pain Management,West,137,6.98,443.19,0.92,0.842,0.027,0.08,0.016,0.025,0.335,4.51,390260.75,Upcoding,1
NPI2000003871,Oncology,South,198,6.59,563.46,1.08,0.32,0.014,0.383,0.009,0.114,0.295,0.22,796810.77,No injected typology,0
NPI2000003872,Home Health,South,142,4.73,234.77,1.35,0.17,0.034,0.02,0.028,0.107,0.244,1.31,212091.05,No injected typology,0
NPI2000003873,Internal Medicine,South,297,8.55,344.28,1.56,0.19,0.001,0.098,0.034,0.131,0.304,0.63,1366610.23,No injected typology,0
NPI2000003874,Oncology,Northeast,80,6.22,908.87,1.12,0.255,0.06,0.202,0.034,0.099,0.057,0.55,508576.32,No injected typology,0
NPI2000003875,Home Health,Midwest,186,6.28,426.84,0.94,0.336,0.073,0.07,0.18,0.142,0.241,-0.16,470156.03,No injected typology,0
NPI2000003876,Lab,South,265,8.29,323.9,1.11,0.288,0.002,0.122,0.007,0.001,0.314,-0.56,787263.01,No injected typology,0
NPI2000003877,Lab,Northeast,78,5.11,367.25,0.94,0.126,0.015,0.06,0.069,0.136,0.108,0.83,137072.92,No injected typology,0
NPI2000003878,Oncology,South,180,4.85,408.91,0.9,0.284,0.29,0.064,0.053,0.246,0.319,-0.12,320743.65,Duplicate billing,1
NPI2000003879,Radiology,Northeast,359,10.44,510.1,1.14,0.221,0.102,0.017,0.022,0.03,0.184,0.95,2183422.06,No injected typology,0
NPI2000003880,Cardiology,South,73,3.37,618.54,0.93,0.163,0.084,0.097,0.124,0.297,0.257,-1.19,141484.47,No injected typology,0
NPI2000003881,Radiology,West,297,6.65,619.01,0.71,0.181,0.011,0.141,0.126,0.08,0.319,0.52,863148.86,No injected typology,0
NPI2000003882,Home Health,Midwest,215,6.07,345.16,0.84,0.371,0.006,0.003,0.139,0.13,0.472,0.2,378401.32,No injected typology,0
NPI2000003883,Orthopedics,West,177,4.82,556.77,1.08,0.201,0.011,0.016,0.007,0.05,0.068,0.61,512234.26,No injected typology,0
NPI2000003884,Lab,West,203,4.76,763.96,1.23,0.195,0.08,0.484,0.021,0.136,0.203,4.06,907073.4,Unbundling/modifier abuse,1
NPI2000003885,Internal Medicine,Northeast,199,5.33,242.96,1.35,0.401,0.005,0.113,0.142,0.07,0.243,0.38,348270.63,No injected typology,0
NPI2000003886,Pain Management,Northeast,303,8.53,373.67,0.88,0.163,0.045,0.141,0.041,0.071,0.163,1.11,853316.03,No injected typology,0
NPI2000003887,Lab,Northeast,274,4.41,462.2,1.05,0.138,0.045,0.064,0.022,0.253,0.367,0.48,584328.65,No injected typology,0
NPI2000003888,DME Supplier,West,79,5.98,824.37,1.19,0.049,0.048,0.119,0.046,0.603,0.154,2.25,464394.96,DME aberrancy,1
NPI2000003889,Orthopedics,Northeast,139,5.62,426.69,1.26,0.364,0.081,0.046,0.125,0.175,0.181,-2.05,418570.0,No injected typology,0
NPI2000003890,Internal Medicine,South,63,8.72,405.87,0.9,0.075,0.098,0.042,0.035,0.202,0.408,-0.64,200278.81,No injected typology,0
NPI2000003891,Internal Medicine,Midwest,225,7.18,453.12,0.97,0.207,0.028,0.101,0.077,0.031,0.104,0.57,713587.9,No injected typology,0
NPI2000003892,Cardiology,West,226,6.34,1036.09,1.25,0.223,0.061,0.187,0.07,0.09,0.249,0.03,1849028.7,No injected typology,0
NPI2000003893,Oncology,Northeast,122,5.23,609.24,0.93,0.163,0.104,0.036,0.215,0.028,0.242,0.55,362091.07,No injected typology,0
NPI2000003894,DME Supplier,West,158,7.84,217.14,0.76,0.072,0.026,0.008,0.008,0.067,0.513,-0.47,205306.41,No injected typology,0
NPI2000003895,Cardiology,South,272,7.8,1047.96,1.3,0.188,0.052,0.679,0.023,0.037,0.381,4.65,2881088.44,Unbundling/modifier abuse,1
NPI2000003896,Lab,South,237,7.9,631.59,0.88,0.13,0.013,0.096,0.062,0.116,0.395,0.98,1043772.43,No injected typology,0
NPI2000003897,Home Health,South,193,5.77,253.44,1.11,0.31,0.062,0.087,0.116,0.019,0.018,-0.35,314269.54,No injected typology,0
NPI2000003898,Cardiology,Midwest,302,5.15,201.64,1.49,0.35,0.459,0.181,0.012,0.053,0.476,-1.12,465819.45,Duplicate billing,1
NPI2000003899,Home Health,West,63,4.84,427.6,1.21,0.491,0.038,0.114,0.343,0.217,0.202,0.4,157946.51,No injected typology,0
NPI2000003900,Internal Medicine,Midwest,119,6.05,390.1,1.07,0.211,0.02,0.03,0.072,0.037,0.052,0.97,299664.2,No injected typology,0
NPI2000003901,DME Supplier,Northeast,424,4.35,362.11,1.0,0.189,0.08,0.032,0.042,0.213,0.313,-2.9,669615.65,No injected typology,0
NPI2000003902,DME Supplier,Midwest,122,7.67,279.48,0.85,0.022,0.045,0.075,0.036,0.07,0.355,-0.72,222650.63,No injected typology,0
NPI2000003903,Internal Medicine,Midwest,55,9.43,349.09,0.96,0.267,0.32,0.757,0.052,0.117,0.332,2.71,172913.45,Duplicate billing,1
NPI2000003904,Home Health,Northeast,154,5.8,227.96,1.34,0.075,0.071,0.028,0.103,0.113,0.037,-0.6,272989.2,No injected typology,0
NPI2000003905,Internal Medicine,Midwest,142,4.16,83.68,1.07,0.102,0.014,0.287,0.044,0.077,0.12,-0.73,52777.6,No injected typology,0
NPI2000003906,Internal Medicine,Northeast,199,6.79,218.53,1.2,0.376,0.002,0.113,0.042,0.047,0.124,0.29,355628.46,No injected typology,0
NPI2000003907,Radiology,West,90,5.48,424.35,0.96,0.356,0.003,0.197,0.088,0.037,0.658,0.5,200896.56,No injected typology,0
NPI2000003908,Orthopedics,Midwest,213,6.05,639.4,0.74,0.052,0.02,0.055,0.012,0.132,0.078,0.78,607572.79,No injected typology,0
NPI2000003909,Radiology,South,93,6.34,517.0,0.99,0.174,0.031,0.048,0.017,0.104,0.27,0.89,302615.65,No injected typology,0
NPI2000003910,DME Supplier,West,234,7.98,513.21,1.28,0.171,0.071,0.069,0.022,0.086,0.039,1.18,1222506.83,No injected typology,0
NPI2000003911,Pain Management,West,209,7.11,601.4,1.29,0.16,0.017,0.203,0.097,0.187,0.095,1.41,1153725.15,No injected typology,0
NPI2000003912,DME Supplier,Northeast,46,4.3,706.77,1.03,0.294,0.03,0.047,0.033,0.167,0.211,-1.99,143660.9,No injected typology,0
NPI2000003913,Internal Medicine,Midwest,86,4.86,590.82,1.09,0.438,0.006,0.068,0.04,0.029,0.304,-1.34,268759.22,No injected typology,0
NPI2000003914,Internal Medicine,West,232,9.24,382.41,0.95,0.546,0.282,0.012,0.089,0.073,0.729,1.82,776312.3,Duplicate billing,1
NPI2000003915,Oncology,South,188,4.66,194.78,1.09,0.289,0.01,0.069,0.074,0.043,0.163,-0.52,186495.14,No injected typology,0
NPI2000003916,Home Health,West,134,5.34,415.03,0.72,0.049,0.024,0.012,0.041,0.022,0.051,-0.48,212531.24,No injected typology,0
NPI2000003917,Internal Medicine,Northeast,118,4.78,451.04,0.99,0.358,0.053,0.045,0.019,0.191,0.079,0.02,251182.19,No injected typology,0
NPI2000003918,Home Health,Northeast,175,4.79,222.57,0.69,0.205,0.037,0.088,0.186,0.11,0.041,1.32,128441.53,No injected typology,0
NPI2000003919,Oncology,West,387,6.45,211.54,1.58,0.03,0.017,0.078,0.223,0.06,0.311,-1.95,832386.69,No injected typology,0
NPI2000003920,Lab,West,259,8.25,541.14,1.14,0.248,0.027,0.122,0.069,0.02,0.414,0.4,1321455.38,No injected typology,0
NPI2000003921,Home Health,Midwest,298,4.24,656.67,0.91,0.158,0.017,0.024,0.01,0.086,0.284,0.64,753074.04,No injected typology,0
NPI2000003922,DME Supplier,Northeast,494,8.66,446.51,1.02,0.309,0.014,0.099,0.061,0.109,0.182,0.99,1940408.43,No injected typology,0
NPI2000003923,Home Health,Midwest,97,6.52,327.51,1.31,0.359,0.044,0.084,0.046,0.177,0.181,1.14,271076.7,No injected typology,0
NPI2000003924,Internal Medicine,South,79,8.18,280.5,0.76,0.37,0.068,0.399,0.019,0.056,0.418,0.43,137697.52,No injected typology,0
NPI2000003925,Pain Management,Northeast,139,5.25,271.04,1.25,0.269,0.072,0.1,0.081,0.309,0.092,0.96,247060.87,No injected typology,0
NPI2000003926,Lab,Midwest,234,4.9,480.43,0.82,0.185,0.065,0.036,0.018,0.273,0.322,0.11,450343.81,No injected typology,0
NPI2000003927,Orthopedics,South,74,6.45,509.71,1.01,0.15,0.017,0.058,0.051,0.174,0.173,-0.18,245293.39,No injected typology,0
NPI2000003928,Cardiology,Northeast,135,5.75,214.11,0.79,0.796,0.042,0.155,0.031,0.101,0.188,1.44,131234.07,Upcoding,1
NPI2000003929,DME Supplier,South,156,5.92,189.39,0.62,0.181,0.053,0.405,0.026,0.08,0.261,-1.25,109264.52,No injected typology,0
NPI2000003930,Lab,West,232,5.76,243.3,1.2,0.185,0.054,0.999,0.007,0.028,0.378,1.75,391491.86,Unbundling/modifier abuse,1
NPI2000003931,Lab,West,82,6.8,378.06,0.62,0.079,0.01,0.27,0.017,0.026,0.161,0.98,130160.34,No injected typology,0
NPI2000003932,Oncology,West,929,2.62,637.61,0.83,0.207,0.121,0.017,0.048,0.03,0.258,0.61,1287033.06,No injected typology,0
NPI2000003933,Oncology,Midwest,231,5.69,254.55,1.33,0.24,0.015,0.1,0.068,0.064,0.31,-0.96,446606.54,No injected typology,0
NPI2000003934,Internal Medicine,West,274,7.53,358.05,0.98,0.147,0.067,0.008,0.105,0.124,0.49,-1.1,723296.91,No injected typology,0
